seg_id,order,text,meta_n,delus_n,words,meta_score,delus_score,paranoid_meta,prev_delus
s001,1,"THE HUMAN SOUL is contained in the nerves of the body; about their physical nature I, as a layman, cannot say more than that they are extraordinarily delicate structures— comparable to the finest filaments—and that the total mental life of a human being rests on their excitability by external impressions. Vibrations are thereby caused in the nerves which produce the sensations of pleasure and pain in a manner which cannot be further explained; they are able to retain the memory of impressions received (the human memory) and have also the power of moving the muscles of the body which they inhabit into any manifest activity by exertion of their will power. From the most tender beginnings (as the fruit of the womb—as a child's soul) they develop to a complex system which embraces the most widespread regions of human knowledge (the soul of mature man). Part of the nerves is adapted solely for receiving sensory impressions (nerves of sight, hearing, taste and voluptuousness, etc., which are therefore only capable of the sensation of light, sound, heat and cold, of the",0,11,183,0,60.10928961748633,0,NA
s002,2,"feeling of hunger, voluptuousness and pain, etc.); other nerves (the nerves of intellect | receive and retain mental impressions and as the organs of will, give to the whole human organism the impulse to manifest those of its powers designed to act on the outside world. Circumstances seem to be such that every single nerve of intellect represents the total mental individuality of a human being, that the sum total of recollections is as it were inscribed on each single nerve of intellect;^ the greater or lesser number of nerves of intellect only influences the length of time for which recollections can be retained. While man is alive he is body and soul together; the nerves (the soul of man) are nourished and kept in living motion by the body whose function is essentially similar to that of the higher animals. Should the body lose its vitality then the state of unconsciousness, which we call death and which is presaged in sleep, supervenes for the nerves. This, however, does not imply that the soul is really extinguished; rather the impressions received remain attached to the nerves. The soul, as it were, only goes into hibernation as some lower animals do and can be re-awakened to a new life in a manner to be described below. God to start with is only nerve, not body, and akin therefore to the human soul. But unlike the human body, where nerves",0,23,238,0,96.63865546218487,0,60.10928961748633
s003,3,"are present only in limited numbers, the nerves of God are infinite and eternal. They possess the same qualities as human nerves but in a degree surpassing all human understanding. They have in particular the faculty of transforming themselves into all things of the created world; in this capacity they are called rays; and herein lies the essence of divine creation. An intimate relation exists between God and the starry sky. I dare not decide whether one can simply say that God and the heavenly bodies are one and the same, or whether one has to think of the totality of God's nerves as being above and behind the stars, so that the stars themselves and particularly our sun would only represent stations, through which God's miraculous creative power travels to our earth (and perhaps to other inhabitated planets).' Equally I dare not say whether the celestial bodies themselves (fixed stars, planets, etc.) were created by God, or whether divine creation is limited to the organic world; in which case there would be room for the Nebular Hypothesis of Kant-Laplace side by side with the existence of a living God whose existence has become absolute certainty for me. Perhaps the full truth lies (by way of a fourth dimension) in a combination or resultant of both trends of thought impossible for man to grasp. In any case the light and warmth-giving power of the sun, which makes her the origin of all organic life on earth, is only to be regarded as an indirect manifestation of the living God; hence the veneration of the sun as divine by so many peoples since antiquity contains a highly important core of truth even if it does not embrace the whole truth. The teaching of present-day astronomy about the movements, the distances and the physical properties of the celestial bodies, etc., may in the main be correct. My own personal",1,19,322,3.105590062111801,59.006211180124225,183.24910304386404,96.63865546218487
s004,4,"experiences leave me in doubt however whether even the astronomy of today has grasped the whole truth about the lightand warmth-giving power of the stars and particularly of our sun; perhaps one has to consider her directly or indirectly only as that part of God's miraculous creative power which is directed to the earth. As proof of this statement I will at present only mention the fact that the sun has for years spoken with me in human words and thereby reveals herself as a living being or as the organ of a still higher being behind her. God also regulates the weather; as a rule this is done automatically, so to speak, by the greater or lesser amount of heat emanating from the sun, but He can regulate it in certain ways in pursuit of His own purposes. For instance I have received fairly definite indications that the severe winter of 1870-71 was decided on by God in order to turn the fortunes of war in favor of the Germans; and the proud words on the destruction of Phillip II's Spanish Armada in the year 1588 ""Deus afflavit et dissipati sunt"" (God blew the wind and they were scattered) most probably also contains a historical truth. In this connection I refer to the sun only as that instrument of God's will power which lies nearest to the earth; in reality the condition of the weather is affected by the sum total of the other stars as well. Winds or storms in particular arise when God moves further away from the earth. In the circumstances contrary to the Order of the World which have now arisen this relation has changed—and I wish to mention this at the outset—the weather is now to a certain extent dependent on my actions and thoughts; as soon as I indulge in thinking nothing, or in other words stop an activity which proves the existence of the human mind such as playing chess in the garden the wind arises at once. To anybody who is inclined to doubt such a fantastic statement, I could almost daily give the opportunity of convincing him of its correctness, as in fact I have recently convinced various people about the so-called attacks of bellowing (the doctor, my",3,7,386,7.772020725388601,18.134715025906733,140.9433810303632,59.006211180124225
s005,5,"wife, my sister, etc.). The reason for this is simply that as soon as I indulge in thinking nothing God, presuming that I am demented, thinks he can withdraw from me. Through the light emanating from the sun and the other stars, God is able to perceive (man would say: to see) everything that happens on earth and possibly on other inhabited planets; in this sense one can speak figuratively of the sun and light of the stars as the eye of God. All He sees He enjoys as the fruits of His creative power, much as a human being is pleased with what he has created with his hands or with his mind. Yet things were so ordered—up to the crisis to be described later—that by and large God left the world which He had created and the organic life upon it (plants, animals, human beings) to their own devices and only provided continuous warmth of the sun to enable them to maintain themselves and reproduce, etc. As a rule God did not interfere directly in the fate of peoples or individuals—I call this the state of affairs in accordance with the Order of the World. It could however occur now and then as an exception, but neither did nor could happen too frequently because to draw close to living mankind was connected with certain dangers even for God Himself—for reasons developed further below. For instance a particularly fervent prayer might in a special case induce God to give help by intervening with a miracle"" or to shape the fate of whole nations (in war, etc.) by means of miracles. He was also able to get into contact (to form ""nerve-contact with them"" as the voices that speak to me call this process) with highly gifted people (poets, etc.), in order to bless them (particularly in dreams) with some fertilizing thoughts and ideas about the",1,12,321,3.115264797507788,37.38317757009346,116.45849710309489,18.134715025906733
s006,6,"beyond. But such ""nerve-contact"" was not allowed to become the rule, as already mentioned, because for reasons which cannot be further elucidated, the nerves of living human beings particularly when in a state of high-giade excitation, have such power of attraction for the nerves of God that He would not be able to free Himself from them again, and would thus endanger His own existence.' Regular contact between God and human souls occurred in the Order of the World only after death. There was no danger for God in approaching corpses in order to draw their nerves, in which self-awareness was not extinct but quiescent, out of their bodies and up to Himself by the power of the rays, thereby awakening them to new heavenly life; self-awareness returned through the influence of the rays. The new life beyond is the state of Blessedness to which the human soul could be raised. But this did not occur without prior purification and sifting of the human nerves which required, according to the variable condition of the respective human souls, a shorter or longer time of preparation, and perhaps even certain intermediate stages. Only pure human nerves were of use to God—or if one prefers, in heaven—because it was their destiny to be attached to God Himself and ultimately to become in a sense part of Him as ""forecourts of",1,25,233,4.291845493562231,107.2961373390558,460.49844351526093,37.38317757009346
s007,7,"heaven.'""' The nerves of morally depraved men are blackened; morally pure men have white nerves; the higher a man's moral standard in life, the more his nerves become completely white or pure, an intrinsic property of God's nerves. A greater part of the nerves of morally depraved men is probably useless; this determines the various grades of states of Blessedness to which a human being can attain, and probably also the length of time for which self-awareness in the life beyond can be maintained. Nerves probably always have to undergo purification first, because it would be very difficult to find a human being completely free from sin, that is to say one whose nerves were never defiled by immoral behavior in his earlier life. Not even I can give an exact description of the process of purification; but I have received several valuable indications about it. It appears that the process of purification was connected with a feeling of an unpleasant task' for the souls, or perhaps of an uncomfortable sojourn in the underworld, which was necessary to purify them gradually. It may be justifiable to designate this in a sense as ""punishment""; but it has to be distinguished from the human idea of punishment in that its purpose is not to do harm, but to provide a necessary preliminary for purification. The ideas of hell, hellfire, etc., current in most religions can be explained in",1,17,239,4.184100418410042,71.12970711297072,297.6138372927645,107.2961373390558
s008,8,"this way, but must be qualified in part. The souls to be purified learnt during purification the language spoken by God Himself, the so-called ""basic language,"" a somewhat antiquated but nevertheless powerful German, characterized particularly by a wealth of euphemisms (for instance, reward in the reverse sense for punishment, poison for food, juice for venom, unholy for holy, etc. God Himself was called ""concerning Him Who is and shall be""—meaning eternity—and was addressed as ""Your Majesty's obedient servant""). Purification was called ""testing""; souls which had not yet undergone the process of purification were not, as one would expect, called ""non-tested souls,"" but the exact reverse, namely ""tested souls,"" in accordance with the tendency to use euphemisms. The souls still undergoing the process of purification were variously graded as ""Satans,"" ""Devils,"" ""Assistant Devils,"" ""Senior Devils,"" and ""Basic Devils""; the latter expression particularly seems to point to an abode in the underworld. The ""Devils,"" etc., when set down as ""fleeting-improvised-men,"" had a peculiar color (perhaps carrot-red| and a peculiar offensive odor, which I experienced a number of times in the socalled Pierson Asylum in Coswig (which I heard called the Devil's Kitchen). For instance I saw Mr. v. W. and a Mr. von O., whom we had met in the East Coast resort Warnemünde, as Devils with peculiar red faces and red hands, and Mr. W. as a Senior Devil. I learnt that Judas Iscariot had been a Basic Devil for his betrayal of Jesus Christ. But one must not imagine these Devils as powers inimical to God as in the ideas of the Christian religion, for almost without exception they had already become thoroughly God-fearing, although they were still undergoing the process of purification. The above statement that God used the German language in the form of the so-called ""basic language,"" is not to be understood as though the state of Blessedness was reserved only for Germans. Nevertheless the",3,15,329,9.11854103343465,45.59270516717325,415.7389528921572,71.12970711297072
s009,9,"Germans were in modern tim.es (possibly since the Reformation, perhaps ever since the migration of nations) God's chosen people whose language God preferred to use. In this sense God's chosen peoples in history—as the most moral at a given time—were in order the old Jews, the old Persians (these in an outstanding degree, about whom more will be said below), the ""Greco-Romans"" (perhaps in ancient Greece and Rome, perhaps also as the ""Franks"" at the time of the Crusades) and lastly the Germans. God readily understood the languages of all nations by contact with their nerves."" The transmigration of souls also seems to have served the purpose of purifying human souls and was widespread, as a number of experiences lead me to believe. In this process the human souls concerned were called to a new human life on other planets, presumably by being born in the manner of a human being, perhaps retaining some dim memory of their earlier existence. I dare not say anything more definite about this, nor whether the transmigration of souls served only the purposes of purification or other purposes as well (the populating of other planets?). From the voices that speak to me, as well as in other ways, I learnt of a number of persons to whom in after life a much lower station was allotted than they had held in the previous one, perhaps as a kind of punishment. Particularly noteworthy was the case of Mr. v. W., whose soul for a long time profoundly influenced my relation with God and therefore my personal fate, as Flechsig's soul does to this very day.' During my stay in Pierson's Asylum (the",0,17,285,0,59.64912280701754,0,45.59270516717325
s010,10,"""Devil's Kitchen""), von W. held there the position of senior attendant—not as a real human being but, as I thought then and think still, as a ""fleeting-improvised-man,"" that is to say as a soul temporarily given human shape by divine miracle. He was said to have already led a second life as the ""Insurance Agent Marx"" on some other planet during the process of transmigration of souls. Souls completely cleansed by the process of purification ascended to heaven and so gained the state of Blessedness. This consisted of uninterrupted enjoyment combined with the contemplation of God. The idea of perpetual idleness is unbearable for a human being, because man is accustomed to work and, as the proverb says, it is only work which makes life sweet for him. But one must remember that souls are different from human beings and therefore it is not permissible to gauge their feelings by human standards.'"" Souls' greatest happiness lies in continual reveling in pleasure combined with recollections of their human past. They were able to exchange their",2,12,178,11.235955056179774,67.41573033707866,757.4801161469511,59.64912280701754
